step,time_min,time_h,load_multiplier,pv_multiplier,pv_generation_kw,v_min,v_max,v_mean,v_min_bus,v_max_bus,violating_buses_count,overvoltage_buses_count,undervoltage_buses_count,losses_kw,control_mode,total_q_dispatch_kvar,total_p_curtailment_kw,ders_controlled,overv_sourcebus,overv_650,overv_rg60,overv_633,overv_634,overv_671,overv_645,overv_646,overv_692,overv_675,overv_611,overv_652,overv_670,overv_632,overv_680,overv_684
0,0,0.0,0.55,0.0,0.0,1.000038581424396,1.0374887246973579,1.0151752038341302,650,rg60,0,0,0,30.389929476054636,baseline,0,0,0,1.0000508903786531,1.000038581424396,1.0374887246973579,1.0225232650952216,1.0114153173547336,1.017704271258532,1.0201559871786687,1.0191146998868654,1.0177042680568646,1.0172846523705747,1.0022689241764586,1.007341424726803,1.0214979903578192,1.0238921117895947,1.0177042852518294,1.0066178673417072
1,5,0.08333333333333333,0.545,0.0,0.0,1.0000395330324985,1.0354070554725636,1.0136481456934154,650,rg60,0,0,0,29.916541951165094,baseline,0,0,0,1.0000516343381325,1.0000395330324985,1.0354070554725636,1.0206232577894179,1.0095924717999598,1.0159041212135407,1.0204251765613812,1.0193931750820961,1.0159041180331967,1.015493019906726,1.002930930076852,1.0012301262980707,1.0196280460176759,1.0219827044932737,1.0159041351844673,1.0038608257947956
2,10,0.16666666666666666,0.54,0.0,0.0,1.0000405967717787,1.0354087830985053,1.0139463115607061,650,rg60,0,0,0,29.330999115544593,baseline,0,0,0,1.0000524607358983,1.0000405967717787,1.0354087830985053,1.0208596223917559,1.009933196989519,1.0162776537836649,1.020663354702875,1.0196405855610746,1.01627765063345,1.0158841526092817,1.0035924590020253,1.0017114505026397,1.019904973456755,1.0222062129088976,1.0162776677594423,1.004410164063735
3,15,0.25,0.535,0.0,0.0,1.000041666858407,1.0354105214316143,1.014246596716391,650,rg60,0,0,0,28.75270826262374,baseline,0,0,0,1.0000532921005398,1.000041666858407,1.0354105214316143,1.0210973101248713,1.010275921459745,1.0166535232435434,1.0209021775841673,1.019888645849291,1.0166535201238114,1.016277842811429,1.004261146393388,1.002196893667111,1.0201835196328286,1.0224309629693915,1.016653537224194,1.0049650659879203
4,20,0.3333333333333333,0.53,0.0,0.0,1.0000427356985875,1.035412258027967,1.0145466273134685,650,rg60,0,0,0,28.181687697501626,baseline,0,0,0,1.0000541225234907,1.0000427356985875,1.035412258027967,1.0213347759252454,1.010618345345151,1.017029062602992,1.0211408302622027,1.0201365404420233,1.0170290595137146,1.016671183155679,1.0049292828276668,1.0026819650775367,1.0204618057765906,1.0226555006262286,1.0170290765885117,1.0055194926219078
5,25,0.4166666666666667,0.525,0.0,0.0,1.000043803294757,1.0354139928909427,1.0148464041219465,650,rg60,0,0,0,27.61792301564735,baseline,0,0,0,1.0000549520065904,1.000043803294757,1.0354139928909427,1.021572020251389,1.0109604692870264,1.0174042725572943,1.0213793117858319,1.0203842683820405,1.0174042694984429,1.0170641743901525,1.0055968686864132,1.0031666705359108,1.0207398324334578,1.0228798263166299,1.017404286547679,1.0060734470865884
6,30,0.5,0.52,0.0,0.0,1.0000448696513111,1.0354157260279795,1.0151459282060185,650,rg60,0,0,0,27.061398306503264,baseline,0,0,0,1.000055780553281,1.0000448696513111,1.0354157260279795,1.0218090440682417,1.0113022944536976,1.0177791547506236,1.0216176240763173,1.0206318315869045,1.0177791517221702,1.0174568182240677,1.0062639078498983,1.0036510076601604,1.0210176008043204,1.023103940980812,1.0177791687458688,1.0066269301406412
7,35,0.5833333333333334,0.5166666666666667,0.0,0.0,1.0000455814625748,1.0354168830925727,1.015345960292548,650,rg60,0,0,0,26.694395856745075,baseline,0,0,0,1.0000563336375226,1.0000455814625748,1.0354168830925727,1.0219672736722003,1.0115304972662866,1.01802946838938,1.021776769410893,1.0207971467798371,1.0180294653812427,1.017719005014728,1.0067100634309407,1.003974080542946,1.0212030451256144,1.0232535519780743,1.0180294823878697,1.006996717108088
8,40,0.6666666666666666,0.5133333333333333,0.0,0.0,1.0000462911062316,1.0354180367560308,1.015545383789481,650,rg60,0,0,0,26.330604090266004,baseline,0,0,0,1.0000568850490907,1.0000462911062316,1.0354180367560308,1.0221250646063498,1.0117580756604736,1.018279054433583,1.0219354700563847,1.0209620191919289,1.0182790514456823,1.0179804119803364,1.007154185640511,1.0042965990295603,1.021387960335617,1.0234027465128357,1.018279068435309,1.0073652203917702
9,45,0.75,0.51,0.0,0.0,1.0000470002014163,1.0354191896555214,1.0157446956290643,650,rg60,0,0,0,25.970016141991838,baseline,0,0,0,1.0000574360463113,1.0000470002014163,1.0354191896555214,1.0222827579907634,1.0119855219409974,1.018528495473318,1.0220940954114277,1.021126818307577,1.0185284925056415,1.0182416652789918,1.00759806647891,1.0046189561684393,1.021572761282768,1.0235518476865526,1.0185285094782783,1.0077335161581173
10,50,0.8333333333333334,0.5066666666666667,0.0,0.0,1.000047708747293,1.0354203417886654,1.0159438953707243,650,rg60,0,0,0,25.612630399476544,baseline,0,0,0,1.0000579866284391,1.000047708747293,1.0354203417886654,1.0224403536708493,1.0122128360108613,1.018777791186472,1.0222526456677246,1.0212915443168065,1.0187777882390072,1.0185027646040727,1.00804170392263,1.0049411502971393,1.0217574477526228,1.023700855337587,1.0187778051946654,1.0081016025667524
11,55,0.9166666666666666,0.5033333333333333,0.0,0.0,1.0000484167479275,1.0354214931636334,1.0161429843760599,650,rg60,0,0,0,25.25843834934518,baseline,0,0,0,1.000058536798779,1.0000484167479275,1.0354214931636334,1.0225978525244752,1.0124400188127052,1.0190269431599355,1.0224111212073874,1.0214561976002754,1.01902694023267,1.018763711565305,1.008485101855138,1.005263184740979,1.0219420208707692,1.0238497703363534,1.0190269571713595,1.0084694832292644
