timestamp,step,time_min,time_h,controller_mode,controller_status,command_source,reason,der_id,bus,p_avail_kw,p_dispatch_before_kw,p_dispatch_after_kw,q_before_kvar,q_after_kvar,q_commanded_kvar,p_curtail_commanded_kw,v_local_before_pu,v_local_after_pu,v_delta_pu,status,q_status,p_status
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_001_675,675,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.0031949319306762026,0.0002748483450524486,1.0072580589563755,1.0002414087255518,-0.007016650230823762,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_002_646,646,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.020383908020731544,0.0002583777326306545,1.0019319599079373,1.0069624930363257,0.005030533128388415,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_003_632,632,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.059324473558055084,0.0005341557828265528,1.0177297792123803,1.0157427418685883,-0.0019870373437920197,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_004_633,633,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.05212668503207916,0.0006631678362081036,1.0175719945622772,1.0144247653391167,-0.0031472292231604637,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_005_634,634,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.09837174679218849,0.0008436774414707509,1.0053488133262978,0.9984448952426823,-0.006903918083615457,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_006_645,645,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.07722294234259472,0.0008345808362162333,1.0028085723938311,1.0081609183017708,0.0053523459079396485,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_007_611,611,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.11618281926271631,0.000898257612294236,1.0502149190556835,1.0071856893067017,-0.04302922974898182,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_008_652,652,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.11774314561971885,0.0012487379513792583,1.0425502084896252,1.0092640536317627,-0.03328615485786246,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_009_680,680,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.10470518627034306,0.0013941343424449942,1.0087658174737546,1.0018764926152561,-0.006889324858498469,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_010_684,684,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.17867492910909144,0.001722974774705448,1.0438642108276923,1.0084118593447173,-0.035452351482974986,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_011_671,671,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.44374272476696996,0.00178589432545274,1.0082778224909517,1.0016234601392202,-0.0066543623517314465,applied,applied,applied
2026-04-24T21:04:46.057147,108,540,9.0,optimization,optimal,optimization,,pv_012_692,692,211.20000000000002,211.20000000000005,139.39068,0.0,-0.0,-0.1491100986332446,0.001961419177547822,1.008277819896979,1.001623456339443,-0.006654363557536014,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_001_675,675,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,0.14888530884030038,0.0038169133511802935,1.0119493187294222,1.00055870200816,-0.01139061672126207,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_002_646,646,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,-0.262147746311082,0.0021566659770796658,1.008231632854649,1.0067060128800123,-0.0015256199746367383,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_003_632,632,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,-0.039552126918226675,0.006005279654233039,1.0221420255640403,1.0159453876597642,-0.006196637904276159,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_004_633,633,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,-0.4800250811966106,0.007765147084949397,1.0220458354312874,1.0146838885066283,-0.00736194692465908,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_005_634,634,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,-0.7553790597295658,0.010250061165598186,1.0099606863489212,0.9988228855165123,-0.011137800832408895,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_006_645,645,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,-0.7447545230994151,0.008723479339381342,1.0091036123629296,1.0078758453855148,-0.0012277669774147792,applied,applied,applied
2026-04-24T21:04:46.065274,110,550,9.166666666666666,optimization,optimal,optimization,,pv_007_611,611,217.59999999999997,217.59999999999997,147.95099999999996,0.0,-0.0,-1.3449261516454933,0.015027048580749564,1.0592988250645274,1.0095206639153531,-0.04977816114917433,applied,applied,applied
