step,time_min,time_h,load_multiplier,pv_multiplier,pv_generation_kw,v_min,v_max,v_mean,v_min_bus,v_max_bus,violating_buses_count,overvoltage_buses_count,undervoltage_buses_count,losses_kw,control_mode,total_q_dispatch_kvar,total_p_curtailment_kw,ders_controlled,overv_sourcebus,overv_650,overv_rg60,overv_633,overv_634,overv_671,overv_645,overv_646,overv_692,overv_675,overv_611,overv_652,overv_670,overv_632,overv_680,overv_684
0,0,0.0,0.55,0.0,0.0,1.000038578598515,1.0374887201940486,1.0151743277559644,650,rg60,0,0,0,30.389935729465236,heuristic,0.0,0.0,0,1.000050888192462,1.000038578598515,1.0374887201940486,1.022522644943257,1.011414517130156,1.0177031984341445,1.0201543462714797,1.0191130584182537,1.0177031952324163,1.0172835302372756,1.0022640206775058,1.007343898210812,1.0214972172490875,1.023891510392782,1.0177032124274288,1.0066167074858057
1,5,0.08333333333333333,0.545,0.0,0.0,1.0000395308534433,1.035407051840198,1.0136474304172909,650,rg60,0,0,0,29.91655442348644,heuristic,0.0,0.0,12,1.0000516326369728,1.0000395308534433,1.035407051840198,1.0206228520265552,1.0095918144883775,1.0159033994924125,1.0204255848360537,1.0193935830917584,1.0159033963119106,1.0154922031679734,1.0029291760776442,1.0012269819545776,1.0196275528520926,1.0219823297793882,1.0159034134633342,1.0038583838039614
2,10,0.16666666666666666,0.54,0.0,0.0,1.000040602031863,1.0354087916602093,1.0139479224094943,650,rg60,0,0,0,29.33098091364046,heuristic,0.0,0.0,12,1.0000524648233053,1.000040602031863,1.0354087916602093,1.0208607298565138,1.0099347941571843,1.016279544218975,1.0206645451140757,1.0196417762493826,1.0162795410689773,1.015886184139578,1.0035982361082953,1.001712755887286,1.0199063200987402,1.0222072619996858,1.016279558194773,1.004413652943064
3,15,0.25,0.535,0.0,0.0,1.00004167200957,1.035410529818447,1.014248174991922,650,rg60,0,0,0,28.752690993592104,heuristic,0.0,0.0,12,1.000053296103531,1.00004167200957,1.035410529818447,1.0210983949197667,1.0102774861579398,1.016655375245344,1.0209033452938372,1.0198898138310437,1.0166553721258247,1.0162798330685547,1.0042668118702354,1.002198166956065,1.0201848387535297,1.0224319905570431,1.0166553892260146,1.0049684839340054
4,20,0.3333333333333333,0.53,0.0,0.0,1.000042740741903,1.035412266241588,1.0145481733084822,650,rg60,0,0,0,28.181671320993235,heuristic,0.0,0.0,12,1.0000541264428937,1.000042740741903,1.035412266241588,1.0213358382675983,1.010619877885438,1.017030876527108,1.021141975384705,1.0201376858315014,1.0170308734380393,1.0166731325215472,1.0049348373634563,1.002683206922246,1.0204630976359066,1.022656506916633,1.0170308905126475,1.0055228403025063
5,25,0.4166666666666667,0.525,0.0,0.0,1.0000438082316008,1.0354140009334982,1.0148479182282362,650,rg60,0,0,0,27.617907493167383,heuristic,0.0,0.0,12,1.0000549558434646,1.0000438082316008,1.0354140009334982,1.0215730604204587,1.0109619700635226,1.0174060488707586,1.0213804345559374,1.020385391414019,1.0174060458121117,1.017066083365953,1.005602313492258,1.0031678814737772,1.0207410973694673,1.0228808115754255,1.0174060628611623,1.0060767253683607
6,30,0.5,0.52,0.0,0.0,1.000044874483054,1.0354157339016072,1.0151474108128595,650,rg60,0,0,0,27.061383608034735,heuristic,0.0,0.0,12,1.0000557843086832,1.000044874483054,1.0354157339016072,1.021810062343075,1.011303763859622,1.0177808939195365,1.0216187247409076,1.0206329325082675,1.0177808908912835,1.0174586873093097,1.0062692441370464,1.0036521881896547,1.0210188391547312,1.023104905473512,1.0177809079148006,1.0066301398706643
7,35,0.5833333333333334,0.5166666666666667,0.0,0.0,1.0000455846365348,1.0354168882657546,1.015346934536244,650,rg60,0,0,0,26.694386413513016,heuristic,0.0,0.0,12,1.000056336104531,1.0000455846365348,1.0354168882657546,1.0219679426870307,1.0115314627774596,1.0180306111408,1.0217774933023207,1.0207978708401808,1.0180306081327943,1.0177202331411852,1.0067135722295875,1.0039748537306603,1.0212038587481373,1.023254185645116,1.018030625139302,1.0069988260585099
8,40,0.6666666666666666,0.5133333333333333,0.0,0.0,1.0000462942343578,1.035418041855503,1.0155463442822796,650,rg60,0,0,0,26.33059498984683,heuristic,0.0,0.0,12,1.000056887480566,1.0000462942343578,1.035418041855503,1.022125724068405,1.0117590274815675,1.0182801809732926,1.0219361842594834,1.0209627335616718,1.018280177985522,1.0179816226965566,1.0071576469448855,1.0042973590902085,1.0213887623573792,1.0234033711196278,1.0182801949750309,1.007367299432417
9,45,0.75,0.51,0.0,0.0,1.0000470032841473,1.03541919468197,1.0157456424975604,650,rg60,0,0,0,25.970007379096753,heuristic,0.0,0.0,12,1.0000574384425913,1.0000470032841473,1.03541919468197,1.0222834079898035,1.0119864601975088,1.0185296059522828,1.0220948000202386,1.0211275230807746,1.0185296029847346,1.0182428587465766,1.0076014807209506,1.0046197032131972,1.0215735518128841,1.0235524633186646,1.0185296199572555,1.0077355655573852
10,50,0.8333333333333334,0.5066666666666667,0.0,0.0,1.000047711785015,1.0354203467426943,1.0159448287246007,650,rg60,0,0,0,25.612621950576354,heuristic,0.0,0.0,12,1.0000579889898222,1.000047711785015,1.0354203467426943,1.0224409942857007,1.012213760814215,1.0187788857361346,1.0222533407498542,1.021292239561066,1.018778882788796,1.018503940963891,1.0080450714373241,1.0049418844742721,1.0217582268863643,1.02370146206997,1.01877889974434,1.0081036225641546
11,55,0.9166666666666666,0.5033333333333333,0.0,0.0,1.000048419741055,1.0354214980458911,1.016143904334279,650,rg60,0,0,0,25.258430220351418,heuristic,0.0,0.0,12,1.000058539125585,1.000048419741055,1.0354214980458911,1.0225984838393887,1.0124409302817101,1.019028021921722,1.0224118068369057,1.0214568833896744,1.0190280189945813,1.0187648709691486,1.0084884230209152,1.0052639062020237,1.0219427887102965,1.0238503682491664,1.0190280359331578,1.0084714740872451
12,60,1.0,0.5,0.0,0.0,1.0000491271507859,1.0354226485877356,1.0163428687929266,650,rg60,0,0,0,24.907430845170833,heuristic,0.0,0.0,12,1.0000590888485963,1.0000491271507859,1.0354226485877356,1.0227558762486006,1.0126679682497386,1.019277013695641,1.0225701980886412,1.0216214543731144,1.0192770107886855,1.0190256479631188,1.0089315350511119,1.005585766680039,1.0221272367424021,1.0239991814477971,1.0192770277103058,1.0088391190605124
13,65,1.0833333333333333,0.49666666666666665,0.0,0.0,1.0000498340153303,1.035423798370137,1.0165417222514193,650,rg60,0,0,0,24.559619833454597,heuristic,0.0,0.0,12,1.0000596381597362,1.0000498340153303,1.035423798370137,1.0229131718463826,1.0128948751102695,1.0195258616592153,1.022728515263186,1.0217859532676123,1.019525858772433,1.0192862725645304,1.0093744065747248,1.005907464858845,1.022311571405319,1.0241479019915276,1.019525875677107,1.009206556486353
14,70,1.1666666666666667,0.49333333333333335,0.0,0.0,1.0000505403359727,1.0354249473951973,1.016740465250419,650,rg60,0,0,0,24.214991972725073,heuristic,0.0,0.0,12,1.0000601870600037,1.0000505403359727,1.0354249473951973,1.0230703707957864,1.0131216510853471,1.019774566041157,1.0228867579518184,1.0219503796636376,1.0197745631745354,1.0195467450214126,1.0098170405488764,1.0062290029759617,1.0224957928900087,1.0242965300368514,1.0197745800622744,1.0095737889678644
15,75,1.25,0.49,0.0,0.0,1.000051246112855,1.035426095662728,1.0169390976697192,650,rg60,0,0,0,23.87354446792055,heuristic,0.0,0.0,12,1.0000607355494706,1.000051246112855,1.035426095662728,1.0232274732107376,1.0133482963460692,1.0200231270373619,1.0230449262393837,1.0221147336435028,1.0200231241908888,1.0198070655448912,1.0102594343585862,1.0065503813617505,1.022679901335387,1.0244450656907191,1.0200231410617022,1.0099408153694744
16,80,1.3333333333333333,0.48666666666666664,0.0,0.0,1.0000519513484314,1.035427243177408,1.0171376203633544,650,rg60,0,0,0,23.53527095342296,heuristic,0.0,0.0,12,1.000061283630108,1.0000519513484314,1.035427243177408,1.0233844795747549,1.0135748114374137,1.0202715454913605,1.0232030202044389,1.022279015284659,1.020271542665024,1.0200672349992896,1.0107015910884727,1.0068716022535047,1.022863897352555,1.0245935094296137,1.0202715595189227,1.0103076383577145
17,85,1.4166666666666667,0.48333333333333334,0.0,0.0,1.000052656040925,1.035428389934798,1.0173360325665375,650,rg60,0,0,0,23.200170720415638,heuristic,0.0,0.0,12,1.00006183130039,1.000052656040925,1.035428389934798,1.0235413894706749,1.0138011959924291,1.0205198205729495,1.0233610402351976,1.022443224974685,1.0205198177667374,1.020327252567638,1.0111435094406673,1.0071926616628282,1.0230477803816036,1.0247418608300383,1.0205198346037316,1.010674255289308
18,90,1.5,0.48,0.0,0.0,1.0000533601934658,1.035429535941044,1.017534335329806,650,rg60,0,0,0,22.86823664526919,heuristic,0.0,0.0,12,1.000062378562847,1.0000533601934658,1.035429535941044,1.0236982035382884,1.014027450713192,1.0207679534180565,1.0235189867844512,1.0226073631655286,1.0207679506319567,1.020587119407816,1.0115851934309665,1.007513561262893,1.0232315512368493,1.0248901205245498,1.0207679674520567,1.011040669012936
19,95,1.5833333333333333,0.47833333333333333,0.0,0.0,1.000053712072873,1.0354301086712254,1.0176334474103435,650,rg60,0,0,0,22.70345663410115,heuristic,0.0,0.0,12,1.000062652045469,1.000053712072873,1.0354301086712254,1.0237765758489565,1.0141405310794591,1.0208919686231344,1.0235979344681834,1.0226894074132609,1.0208919658470863,1.0207169985827733,1.0118059547635252,1.0076739504148968,1.0233233961022246,1.0249642171406876,1.0208919826587428,1.011223802832996
20,100,1.6666666666666667,0.4766666666666666,0.0,0.0,1.0000540638108635,1.0354306812028706,1.0177325300145197,650,rg60,0,0,0,22.539467602185358,heuristic,0.0,0.0,12,1.0000629254211133,1.0000540638108635,1.0354306812028706,1.0238549228889353,1.0142535772230372,1.021015945957697,1.023676861426071,1.0227714314285392,1.021015943191697,1.020846837613755,1.0120266465637513,1.0078343013228532,1.023415211286398,1.0250382895668577,1.0210159599949133,1.0114068813329617
21,105,1.75,0.475,0.0,0.0,1.0000544154138507,1.035431253546399,1.0178315852897342,650,rg60,0,0,0,22.37626849810825,heuristic,0.0,0.0,12,1.0000631986947617,1.0000544154138507,1.035431253546399,1.0239332459405286,1.014366590904924,1.0211398876483995,1.0237557695802284,1.0228534371346965,1.0211398848924451,1.0209766388858423,1.0122472795566162,1.007994613701188,1.0235069983784004,1.0251123390320933,1.0211399016872234,1.0115899096381469
22,110,1.8333333333333333,0.47333333333333333,0.0,0.0,1.000054766882857,1.0354318257039834,1.0179306133594026,650,rg60,0,0,0,22.213858074635365,heuristic,0.0,0.0,12,1.0000634718672552,1.000054766882857,1.0354318257039834,1.0240115452994758,1.0144795724286624,1.0212637942548548,1.0238346603356758,1.0229354259372454,1.0212637915089429,1.0211064029624133,1.0124678545553196,1.0081548838332939,1.0235987577627033,1.025186365830615,1.021263808295286,1.0117728862918587
23,115,1.9166666666666667,0.4716666666666666,0.0,0.0,1.0000551182172126,1.035432397674045,1.0180296142831367,650,rg60,0,0,0,22.052236217364232,heuristic,0.0,0.0,12,1.0000637449380283,1.0000551182172126,1.035432397674045,1.0240898207057538,1.0145925215411238,1.0213876652635365,1.0239135320026906,1.0230173961456925,1.0213876625276639,1.0212361293309473,1.0126883716148105,1.0083151166638047,1.023690489095851,1.0252603697023763,1.021387679305574,1.011955813801074
24,120,2.0,0.47,0.0,0.0,1.0000552692019073,1.0333493582295183,1.0158804454888846,650,rg60,0,0,0,21.975523332449217,heuristic,0.0,0.0,12,1.0000638694798807,1.0000552692019073,1.0333493582295183,1.0220219681616534,1.0125406300100626,1.019314798003906,1.020757868758734,1.0198672705978415,1.0193147952721853,1.0191620814244624,1.0061581487599642,1.008550730410805,1.02161953152717,1.0231903511006053,1.0193148120152697,1.0088056448681875
25,125,2.0833333333333335,0.4683333333333333,0.0,0.0,1.0000556201341473,1.033349928300389,1.0159795888773258,650,rg60,0,0,0,21.814604932044382,heuristic,0.0,0.0,12,1.0000641422403365,1.0000556201341473,1.033349928300389,1.022100341912959,1.0126537337117885,1.0194388383907118,1.0208369616634907,1.0199494546180685,1.019438835669048,1.0192919900978084,1.006379419892491,1.0087106723599717,1.021711383627664,1.0232644470783236,1.0194388524036835,1.0089887999363296
26,130,2.1666666666666665,0.4666666666666667,0.0,0.0,1.0000559709428114,1.0333504982008916,1.0160787081853866,650,rg60,0,0,0,21.654479873573084,heuristic,0.0,0.0,12,1.0000644149075641,1.0000559709428114,1.0333504982008916,1.02217869432278,1.012766808385795,1.019562847723763,1.020916043732735,1.0200316282955666,1.0195628450121532,1.0194218657914682,1.0066006496204443,1.0088705622211906,1.0218032109381825,1.0233385226614482,1.0195628617383419,1.0091719064710527
27,135,2.25,0.46499999999999997,0.0,0.0,1.0000563216182083,1.0333510679175866,1.0161778005932613,650,rg60,0,0,0,21.495143059306272,heuristic,0.0,0.0,12,1.0000646874742425,1.0000563216182083,1.0333510679175866,1.0222570231186598,1.0128798509567396,1.019686822153765,1.020995107578912,1.020113784242226,1.0196868194522064,1.0195517044626818,1.0068218214549869,1.0090304133865813,1.0218950106561653,1.0234125756597503,1.019686836169951,1.0093549631895167
28,140,2.3333333333333335,0.4633333333333333,0.0,0.0,1.000056672158739,1.0333516374468925,1.0162768655901298,650,rg60,0,0,0,21.336595879960154,heuristic,0.0,0.0,12,1.0000649599390359,1.000056672158739,1.0333516374468925,1.0223353278846912,1.0129928610115193,1.0198107608813596,1.0210741529249885,1.0201959221813723,1.019810758189849,1.0196815053118298,1.0070429350092145,1.009190224494834,1.021986782234952,1.0234866056570189,1.0198107748991523,1.0095379692166275
29,145,2.4166666666666665,0.46166666666666667,0.0,0.0,1.0000570225639416,1.0333522067877565,1.0163759029998478,650,rg60,0,0,0,21.178838575719173,heuristic,0.0,0.0,12,1.0000652323015582,1.0000570225639416,1.0333522067877565,1.022413608534475,1.0131058384699514,1.0199346637452902,1.0211531796092883,1.020278041950812,1.0199346610638242,1.0198112681785712,1.0072639891428878,1.00934999569738,1.022078525561525,1.0235606125661085,1.019934677764689,1.0097209240595055
